frame,noisy_v0_x,noisy_v0_y,noisy_v0_z,noisy_v1_x,noisy_v1_y,noisy_v1_z,noisy_v2_x,noisy_v2_y,noisy_v2_z,noisy_v3_x,noisy_v3_y,noisy_v3_z,noisy_v4_x,noisy_v4_y,noisy_v4_z,noisy_v5_x,noisy_v5_y,noisy_v5_z,noisy_v6_x,noisy_v6_y,noisy_v6_z,noisy_v7_x,noisy_v7_y,noisy_v7_z,noisy_m0_x,noisy_m0_y,noisy_m0_z,noisy_m1_x,noisy_m1_y,noisy_m1_z,noisy_m2_x,noisy_m2_y,noisy_m2_z,optimized_v0_x,optimized_v0_y,optimized_v0_z,optimized_v1_x,optimized_v1_y,optimized_v1_z,optimized_v2_x,optimized_v2_y,optimized_v2_z,optimized_v3_x,optimized_v3_y,optimized_v3_z,optimized_v4_x,optimized_v4_y,optimized_v4_z,optimized_v5_x,optimized_v5_y,optimized_v5_z,optimized_v6_x,optimized_v6_y,optimized_v6_z,optimized_v7_x,optimized_v7_y,optimized_v7_z,optimized_m0_x,optimized_m0_y,optimized_m0_z,optimized_m1_x,optimized_m1_y,optimized_m1_z,optimized_m2_x,optimized_m2_y,optimized_m2_z,noisy_center_x,optimized_center_x,noisy_center_y,optimized_center_y,noisy_center_z,optimized_center_z
47,0.31382,1.267447,0.777792,-1.337273,2.515034,0.8098,-0.41291,4.171464,1.498787,1.314083,2.824423,1.425514,0.985647,2.024861,-0.991889,-0.74487,3.125821,-1.262049,0.177558,4.697553,-0.423765,1.908631,3.359417,-0.109654,-0.457764,1.667249,-0.208048,-1.550948,2.655119,0.443557,1.058039,2.235475,-1.255893,0.33779668200527335,1.339688021120105,0.8678085737952229,-1.3446167553832822,2.4558664498361393,0.7031298013262851,-0.34439927603685117,4.0246880299375904,1.4796134140948758,1.3010225384233596,2.891181028722551,1.653207764938204,0.9023646403048473,1.8955505833229835,-0.9559568703968492,-0.7430894870950131,3.0311950398228946,-1.1280296588231573,0.22981044136570428,4.5834876959737425,-0.3490803681318074,1.8771735664518892,3.468469084285415,-0.15940097963383273,-0.4658304053955239,1.795194146934299,-0.3371066147165418,-1.4757052627558915,2.708793748019225,0.39512244956391174,0.9557591481279506,2.3046078718209237,-1.2797199490800313,0.11400118181818178,0.11184416636476933,2.7767148181818184,2.772611063617806,0.06401381818181819,0.08087159663057085
48,0.335725,1.422896,0.751411,-1.410761,2.375748,0.718126,-0.470673,3.708009,1.529083,1.393835,2.658929,1.408709,0.802118,2.193766,-1.107348,-0.999499,3.074648,-0.996195,0.019303,4.554656,-0.406042,1.655468,3.541921,-0.171044,-0.537269,1.812617,-0.423118,-1.713308,2.807721,0.421611,0.745996,2.698869,-1.373025,0.33283145840148887,1.3390162158548524,0.6987515348143137,-1.4072670042924207,2.3760317963439572,0.7107674863614665,-0.4378328405264095,3.9356494479580943,1.5428450909015738,1.2667309791622112,2.878841614888723,1.540509171056933,0.7608713998219557,2.0501759829334656,-1.1081447425806725,-0.943735021002883,3.10900436202823,-1.1041353561805725,-0.0006113832020822052,4.65057782872414,-0.2692833877407657,1.7059724831708811,3.611155510242898,-0.2543571824413701,-0.5617613414214543,1.8362876849978937,-0.42265282858283054,-1.5682737820034243,2.6429381698269045,0.4299423646284823,0.7754971018768374,2.4832128455945437,-1.4035538390442437,-0.016278636363636377,-0.007052540910481797,2.804525454545455,2.8102628599448822,0.03201527272727269,0.03278984647202853
49,0.174151,1.30757,0.717955,-1.417127,2.290904,0.789077,-0.457996,4.162339,1.547866,1.24187,3.018584,1.352603,0.664924,2.070504,-1.336125,-1.162492,3.209553,-1.190924,-0.10123,4.551322,-0.372379,1.823171,3.455554,-0.50636,-0.5425,1.835348,-0.417607,-1.736813,2.741015,0.414356,0.680232,2.537614,-1.279778,0.28438654350955905,1.380796358064954,0.6624571806061239,-1.4516228473217365,2.423415676122037,0.7144640041794139,-0.44418944506054137,4.006988250911549,1.4506289296297168,1.2567004017703218,2.9450330700553344,1.4104917803776054,0.6351891843493233,2.029144155783178,-1.184275935845785,-1.0656670565494057,3.093175337098917,-1.142534416267607,-0.0844331983374097,4.658895347922657,-0.40185248600888623,1.6192540210354442,3.6148915025430917,-0.4254293836911853,-0.6569490436960099,1.8429167242201123,-0.4354749744972114,-1.6241281973030874,2.6812276667888537,0.43197537543965536,0.6378310687701111,2.4519140493091727,-1.4945339050135358,-0.0758009090909091,-0.08123896080303922,2.8345733636363635,2.8298543762563506,-0.02557418181818187,-0.037643984644699605
50,0.261503,1.377712,0.488465,-1.513193,2.440928,0.651876,-0.399083,4.078662,1.288726,1.379475,3.016667,1.165184,0.203744,1.992315,-1.259681,-1.267774,3.015114,-1.227469,-0.119478,4.709541,-0.49292,1.441194,3.553745,-0.773657,-0.634923,1.812901,-0.409258,-1.546098,2.772397,0.391351,0.436833,2.452448,-1.759397,0.2599269011610599,1.3898608998193411,0.498923280689629,-1.4612565210393855,2.4397925770237223,0.6955433648204326,-0.38537118689413574,4.033148500347011,1.3023799214500227,1.3019409690414234,2.964240038945386,1.1212764771816517,0.4350268694185735,2.0019964600162194,-1.3848151884416553,-1.252095410139424,3.0730106232167134,-1.2021577563016252,-0.20189705693310378,4.64870080804462,-0.5879976640072732,1.4898076151359676,3.5980416884237063,-0.7532270729607974,-0.7805193085311277,1.8347602098767697,-0.5133312458067801,-1.6593059063447273,2.692886166573809,0.4258305182968146,0.40901781754709887,2.41883629969369,-1.7019420512832917,-0.1598,-0.16770229250707097,2.8384027272727272,2.8268431156346354,-0.1760709090909091,-0.190865219669352
51,0.187811,1.220488,0.450811,-1.568871,2.395779,0.690689,-0.463773,3.97461,1.286695,1.327031,2.744071,1.016507,0.443311,1.981066,-1.590331,-1.376975,3.136329,-1.157177,-0.294921,4.72212,-0.409445,1.374926,3.59725,-0.783474,-0.717639,1.830049,-0.695508,-1.649262,2.630622,0.216451,0.293643,2.433862,-1.802316,0.18076340296757265,1.3273010854318872,0.3661927883406802,-1.5294606475473032,2.3747285820856914,0.651705823826769,-0.43168287080695866,3.9282534265740914,1.3195437289599083,1.244859393085677,2.8612441849219516,1.0492043430753506,0.322838045085289,2.0364277814628324,-1.486047662591585,-1.3534704102555506,3.1054572820993607,-1.214050326585073,-0.28134402825673754,4.641095195048459,-0.5393133556528819,1.4000180683354173,3.591453821469207,-0.7929361616856645,-0.8764437775718994,1.8302670087271187,-0.6004825424630185,-1.7311290514280275,2.6426805224909287,0.39960156725755974,0.2932953197871082,2.4694584730703397,-1.7803485585556489,-0.2222471818181818,-0.2510687778732193,2.7878405454545456,2.8007606693983518,-0.2524634545454546,-0.2388118505521458
52,0.137944,1.349054,0.263648,-1.605704,2.391914,0.614107,-0.383353,3.943777,1.180949,1.318266,2.818045,0.907939,0.11722,2.289738,-1.672839,-1.621342,3.114577,-1.233451,-0.401495,4.496525,-0.67407,1.078632,3.742588,-0.845,-1.027508,1.82097,-0.656818,-1.699641,2.515845,0.454523,0.116962,2.566436,-1.891994,0.142102571960405,1.342688687118152,0.22432191225507603,-1.5692245764024708,2.340321843516716,0.6480858013122616,-0.46591906624639046,3.907110853113072,1.2745457822748154,1.2133165250495543,2.8887402201036227,0.8677594124212386,0.14060506919290106,2.0931492734569703,-1.6170491065414785,-1.5383325942746366,3.113510903929029,-1.2085798583433016,-0.4597137481885335,4.661630200437867,-0.5739013670958484,1.2250534747532789,3.6603964342044666,-0.9639531464547719,-0.9902545518825856,1.8384710840129048,-0.6572052267351023,-1.7939539639683013,2.608204801627324,0.4162229824101328,0.08073041083204013,2.531255266346396,-1.8989702553365122,-0.36091081818181814,-0.36505367719770354,2.822679,2.8168617788969565,-0.32300054545454543,-0.3171566427121355
53,0.151679,1.049668,0.11934,-1.662645,2.11896,0.665729,-0.33682,3.832177,1.305826,1.335854,2.995381,0.81148,-0.016251,2.134993,-1.932879,-1.763882,3.025158,-0.992533,-0.633813,4.665701,-0.558548,1.036948,3.840853,-1.239017,-1.105153,1.754515,-0.860022,-1.927042,2.566744,0.382501,-0.24069,2.400903,-2.029942,0.11795235275825355,1.3138420791401861,0.002005647871128391,-1.5678260082497055,2.2440950082348423,0.6315047841744104,-0.4458375965213608,3.8088659301275514,1.2291643218935464,1.2100610618829828,2.856245896141373,0.6185083042431619,-0.07356626802079158,2.14958268798447,-1.7920675991424606,-1.7290546574305714,3.1041198373506136,-1.179667660799561,-0.6304460526106591,4.6491986453143515,-0.5724614608935655,1.0321489153502568,3.7130537916710966,-1.1661455740668432,-1.1031272652456021,1.8198120494464396,-0.7450431413044732,-1.8193123234801858,2.516422716148711,0.43499219825376634,-0.1694909162694268,2.598667820623871,-2.045291561985629,-0.4692559090909091,-0.47077261434880097,2.762277545454545,2.7976278601985003,-0.3934604545454546,-0.416772885614229
54,-0.154679,1.384375,-0.082604,-1.773549,2.229134,0.510885,-0.457032,3.941152,0.955058,1.14614,2.839407,0.532761,-0.24173,2.070384,-1.920551,-1.966239,3.204868,-1.209566,-0.557673,4.638253,-0.726063,0.724423,3.512319,-1.490584,-1.20342,1.866928,-0.94851,-1.820655,2.480084,0.432653,-0.20207,2.652581,-2.151716,-0.031124296157317044,1.2883138175868667,-0.10354670788526446,-1.6733589384823588,2.2758415256660895,0.5532201932766212,-0.49238379742684146,3.8153786262418556,1.1006562071083446,1.1198153672831959,2.8066251335804013,0.4637760674420686,-0.2428432778285784,2.104455739876261,-1.9043598571343088,-1.8545341852224322,3.115137458021363,-1.2657742754741381,-0.6972523171495837,4.635804951317,-0.7079411362012364,0.9225320641360657,3.643557189094843,-1.3282579723698504,-1.255249662639927,1.8192676064418716,-0.8279278913786079,-1.9216916404788087,2.5526392861027185,0.3589553930490625,-0.33204468594741754,2.552608395127,-2.161660607694231,-0.5914985454545456,-0.5871032154467276,2.801771363636364,2.782693611732388,-0.5543851818181817,-0.5293509624783219
55,-0.151777,1.079972,-0.305853,-1.675096,2.116115,0.541526,-0.494059,3.743432,1.005872,1.106447,2.890432,0.173243,-0.29577,2.150354,-1.996038,-1.957367,3.103214,-1.11402,-0.847237,4.569733,-0.656963,0.601003,3.722153,-1.485026,-1.354294,1.786898,-1.038876,-2.003685,2.491829,0.424328,-0.65838,2.706871,-2.306856,-0.062428271362185095,1.2796433892400125,-0.34019452210388057,-1.6629431667287191,2.1576731581540565,0.5378169537602151,-0.488891299939162,3.712938824558309,1.0548410132317187,1.0846071435723517,2.811335489012944,0.19833640638475353,-0.48923872389514045,2.1860738351525315,-2.0577675911049784,-2.0621261246859564,3.0895262739178957,-1.199504474808208,-0.9098557718808036,4.624373383401609,-0.6708967344533633,0.6722915709032877,3.7386259065635143,-1.5107248321746984,-1.373615332495942,1.7978164638243497,-0.9035843456329551,-1.9400366185526037,2.4341189278608195,0.38674776749576184,-0.6209736793579359,2.643783867955654,-2.2771959330254115,-0.7027468181818182,-0.7139282067657099,2.760091181818182,2.770537229058336,-0.614423909090909,-0.6165569356755497
56,-0.026875,1.323077,-0.441775,-1.498444,2.047133,0.6123,-0.412736,3.655416,1.134957,1.014356,2.865208,0.124205,-0.624924,2.252327,-2.020735,-2.338502,3.187819,-1.368796,-0.897213,4.726036,-0.836318,0.510606,3.616656,-1.646251,-1.465333,1.857842,-0.77765,-1.842381,2.376834,0.375653,-0.916269,2.513049,-2.210899,-0.05497994513895543,1.2929539212049486,-0.4209822247010765,-1.6062451553234032,2.1470997415631414,0.5626333111534949,-0.42541493942287145,3.7225921681118264,0.9962536199310507,1.100749928321928,2.844492138723674,0.035968660765395566,-0.6124620603104614,2.187872458353459,-2.1068573879792707,-2.1379280891596775,3.0678358320506365,-1.144862316655357,-0.9777029502833041,4.622588109895366,-0.6981725582511544,0.5579639779357664,3.7605256521174892,-1.6424317627020408,-1.4097813347997765,1.78826796696368,-0.8945855697189409,-1.8974720400142933,2.418609211757995,0.4303667133338138,-0.7663112119767281,2.642809372157959,-2.317485526761765,-0.7725195454545454,-0.7481439836519796,2.7655815454545456,2.772331506627289,-0.6413917272727272,-0.6545595492350773
57,-0.026172,1.140557,-0.579172,-1.696601,2.143205,0.402475,-0.479926,3.629526,0.915942,1.038526,2.826355,-0.129613,-0.797488,2.169754,-2.231726,-2.318637,3.189652,-1.135272,-1.150677,4.661204,-0.790794,0.502414,3.777276,-1.771504,-1.488379,1.599372,-1.076809,-2.129107,2.394352,0.555971,-0.716616,2.666607,-2.335869,-0.14049325208925345,1.266626361866304,-0.5719294317906422,-1.6650382029805488,2.0916805027068612,0.47618159025432877,-0.4786337329085639,3.6635585524110366,0.9076984350376047,1.0216357807266707,2.8139303797056727,-0.11685484447098249,-0.7527544990216162,2.194455310944067,-2.2205986435443177,-2.2522819917719543,3.045913457037418,-1.1943175000898667,-1.085984876468946,4.596672566672951,-0.7495636565701407,0.42419631211458464,3.762784626994097,-1.7580445549676464,-1.5112064592990289,1.7650233794610384,-0.9936742055558316,-1.9613419336459899,2.3644628280224764,0.35862800306877257,-0.9149338938180529,2.6529924912160885,-2.416667172556539,-0.8420602727272727,-0.8469851590147909,2.74526,2.7471000415489097,-0.7433064545454546,-0.752649271016842
58,-0.434514,1.191797,-0.740474,-1.770226,2.04424,0.396741,-0.728523,3.704129,0.728938,0.947064,3.021756,-0.361372,-1.214575,2.15356,-2.171377,-2.219444,2.874197,-1.126158,-1.284262,4.55484,-0.519131,0.065704,3.775818,-1.842442,-1.520652,1.739335,-0.986022,-2.071436,2.350631,0.332511,-1.068435,2.570747,-2.417928,-0.25501705263707963,1.285114666977297,-0.6675447132761063,-1.760478700082562,2.048492258162816,0.45242324987506033,-0.6225877910361347,3.670999027860323,0.8228810996711724,0.8608456641677564,2.8821253116850327,-0.27233098566179736,-0.9859149183851055,2.1799138582681667,-2.2858658433787165,-2.468601768781668,2.9706538770203736,-1.1889672209537003,-1.3492300586452632,4.571255233356949,-0.8042711964784067,0.14420607686268494,3.798588829094819,-1.8839402094679272,-1.6646652981352525,1.7231943089738717,-1.022651723903833,-2.073525108426561,2.30798708973562,0.34903407113294693,-1.1768685462615607,2.6304052008720236,-2.4745338907454224,-1.027209,-1.0319852273964314,2.72555,2.733520878364299,-0.7915194545454546,-0.8159788511987937
59,-0.326788,1.339185,-0.807041,-1.896034,2.130436,0.31151,-0.603193,3.520319,0.889949,0.643486,3.115996,-0.345874,-1.113807,2.176388,-2.33143,-2.478887,3.024063,-1.10044,-1.341127,4.515449,-0.820706,0.025293,3.870896,-1.950208,-2.016698,1.76474,-1.047083,-2.051672,2.225336,0.46138,-1.225227,2.530979,-2.475456,-0.3165802937408164,1.2659238573082654,-0.7580058957709406,-1.7677004211088856,2.01971855477265,0.43762460198340447,-0.6039521152602685,3.62876493566769,0.785794936508554,0.8260396362739462,2.8491997569420513,-0.3845843996950267,-1.1095786403378889,2.1921482573341846,-2.3287071869518394,-2.5387398401263566,2.973546637220006,-1.1566442627007474,-1.3930374789941427,4.560566981842524,-0.7938202226240556,0.04772088513948369,3.7968849870329633,-1.9488332908223072,-1.7370326238914444,1.7185532215512578,-1.0453467633124776,-2.0830772161485736,2.2828289926824015,0.35197812929200856,-1.3052970788908793,2.646899375260979,-2.501614917872353,-1.1258776363636365,-1.0892031988259843,2.7467079090909086,2.7213668688740884,-0.8377635454545455,-0.8492872065423437
60,-0.493251,1.067581,-1.002662,-1.639718,2.040218,0.40931,-0.471731,3.580289,0.602448,0.828823,2.869349,-0.555966,-1.19097,2.248498,-2.394807,-2.532718,2.914379,-1.220148,-1.474323,4.426306,-0.890883,-0.142596,3.682191,-2.152153,-2.0027,1.686674,-1.113003,-2.144214,2.267553,0.422963,-1.668188,2.528133,-2.6442,-0.4425681587980397,1.1808277945838577,-0.9147437321007144,-1.7595758151127177,1.9763850519709718,0.4028555395162888,-0.5349221887072773,3.562531432305753,0.6240480180574437,0.7628717177160111,2.741889109521134,-0.6661702667513737,-1.3591788584045421,2.1106700179171414,-2.414429975319574,-2.6559503778893268,2.9331413098173313,-1.1226322892533034,-1.4483533001051931,4.497787822507802,-0.8849363770881015,-0.13807429987333886,3.6929206407966366,-2.1610272053921795,-1.8738423268086992,1.661921852172709,-1.0732546197487718,-2.0759862526418917,2.245583274519804,0.3441895726343697,-1.5606106967783018,2.5680923379542273,-2.573147981477125,-1.1755987272727273,-1.1896536870366652,2.664651909090909,2.6519773312788515,-0.958100090909091,-0.9490226651748219
61,-0.565052,1.2659,-1.0948,-1.756511,1.682807,0.37542,-0.674035,3.481812,0.606563,0.844955,2.644696,-1.110421,-1.463934,2.349517,-2.367203,-2.720351,2.820543,-1.02309,-1.65872,4.509967,-0.786308,-0.196347,4.038057,-2.184908,-1.952073,1.625616,-1.333254,-2.140069,2.095278,0.255211,-1.677239,2.513813,-2.496706,-0.4804662133971933,1.2290882005170998,-1.1268021328849218,-1.7934625162890638,1.8405869287859509,0.28938936936902937,-0.6428184376311019,3.464097117543224,0.6131112072653876,0.6531015688830517,2.824319900565965,-0.777450735728505,-1.4886782197686075,2.233279815794335,-2.515667969833123,-2.783619022447583,2.8747967839656363,-1.1234032828649982,-1.648416655762799,4.474628123422585,-0.7846348803066608,-0.34037453390752614,3.850005209025694,-2.1601064587075887,-1.938141812466309,1.6465084341053984,-1.2046811045940433,-2.124541958600099,2.0969003664436876,0.26265421973167813,-1.7174653899723038,2.6913450294047143,-2.628955483212283,-1.2690341818181818,-1.3004439264872305,2.638909636363636,2.6568687190522087,-1.0144996363636365,-1.0142315683423662
62,-0.548737,1.15788,-1.240437,-1.715765,1.901769,0.177182,-0.621473,3.391071,0.354952,0.54494,2.713372,-0.894565,-1.62683,2.176574,-2.45809,-2.84935,2.856711,-1.081959,-1.633453,4.361573,-1.089875,-0.490891,3.901674,-2.224915,-1.889552,1.711304,-1.187188,-2.054581,2.006323,0.252689,-1.813065,2.703548,-2.654513,-0.5405028494837711,1.195621563262916,-1.2324397429820677,-1.766208991928943,1.8056124213694764,0.26055856998986704,-0.5928096087370929,3.4239223736040687,0.5227984279515432,0.6172480417068287,2.7856040157426105,-0.9437267933007021,-1.624648984329818,2.2089199954191443,-2.5559555187529917,-2.833623290181303,2.8489677534547426,-1.0877809185444396,-1.6748433350966416,4.443588233411429,-0.8097102455061393,-0.45174749741130316,3.820320970314568,-2.2618206171083117,-1.998738711797813,1.6182164876498213,-1.2232398783888527,-2.0973684575107168,2.0631364187753287,0.25425438195738237,-1.858035401015041,2.668211070515585,-2.6538527030892007,-1.3362506363636364,-1.347389007798692,2.6256180909090907,2.6256473912290628,-1.0951562727272728,-1.06644682161581
63,-0.674148,1.133164,-1.276039,-1.874274,1.52364,0.159188,-0.683207,3.314849,0.38431,0.494298,2.890763,-1.118639,-1.791704,2.203085,-2.699877,-2.818599,2.753435,-0.968544,-1.860944,4.218041,-0.768957,-0.615358,3.663064,-2.488114,-1.955464,1.425019,-1.06782,-2.163958,2.061283,0.226465,-1.993158,2.511259,-2.678715,-0.623977206144009,1.1085329438314993,-1.3121959994666552,-1.8036235390076514,1.7097927673624245,0.2209085341863396,-0.6564132769236253,3.3557353619433083,0.4192631333106126,0.5092473548243577,2.726134612641887,-1.0864673392580149,-1.7806251863428124,2.0828180461275076,-2.6032322314804928,-2.945176992982007,2.7141902167209313,-1.09591510050687,-1.811439641335304,4.3363251047760585,-0.8809109585868174,-0.6325203129065664,3.7222188527609728,-2.372913897263269,-2.0896034833807846,1.5000129233052937,-1.250503383140606,-2.1403050422358474,1.9601038485724043,0.2247649157205559,-2.02758883815776,2.535842331707825,-2.6969302635518204,-1.4487741818181818,-1.4547296513265464,2.517963818181818,2.522882455431829,-1.1178856363636365,-1.130375690003367
64,-0.708023,1.005631,-1.386364,-1.777456,1.662483,0.06368,-0.823004,3.289488,0.549093,0.525709,2.727171,-1.342019,-1.985659,2.175083,-2.737452,-2.890492,2.771403,-0.923991,-1.798713,4.325074,-0.783807,-0.76936,3.708215,-2.532015,-2.136675,1.651947,-1.388218,-2.216358,1.940922,0.237899,-2.211195,2.567945,-2.696648,-0.7327817278569675,1.088752528268012,-1.4727324450790806,-1.7806867562401278,1.6612042414689339,0.16363012008826716,-0.5865396152484361,3.2773821598528565,0.3265549459125785,0.4488664058621137,2.675968406547478,-1.282364547639823,-1.9618170737799792,2.127367635478517,-2.6408896864521836,-2.9959602332707815,2.7304775513264232,-1.0304167694003845,-1.8145084661702182,4.3225698978918174,-0.8506323411811132,-0.7645186200754899,3.7359292225390828,-2.4463842272353657,-2.1808369889863197,1.505951947369184,-1.2877904455707654,-2.1106428814247877,1.9176483710574788,0.20091694783940184,-2.2052788069131735,2.587900254122235,-2.7012010578701173,-1.5264750909090912,-1.516791342191288,2.5295783636363636,2.5119229287201836,-1.1763492727272729,-1.1837554096898713
65,-0.648656,0.916929,-1.662867,-1.730617,1.451349,0.09313,-0.406649,3.252425,0.239198,0.223836,2.650052,-1.512125,-2.182918,2.223867,-2.587409,-3.184942,2.659001,-0.902624,-1.812285,4.427074,-0.948543,-1.084737,3.604614,-2.561168,-2.175957,1.545751,-1.30018,-2.093699,1.864443,0.121337,-2.190409,2.356005,-2.657722,-0.8283736646565185,1.0583947355129966,-1.616079398797603,-1.734246200193261,1.6032314238591687,0.11193573120868672,-0.5538283021120296,3.2361268613824326,0.18142697587662693,0.3424642596632541,2.6619473589708074,-1.5183858404847501,-2.1716422868961516,2.086546436424385,-2.6612463957152537,-3.0665630720702888,2.6624299516259304,-0.959984620838902,-1.8969356767703038,4.270930717250587,-0.8727733729637278,-0.985157676288283,3.711649590353476,-2.5606464545844276,-2.2600312375001335,1.45226585965599,-1.2993064999398427,-2.063233523802773,1.8543718498215411,0.18064359846370137,-2.426150853530524,2.543752748647829,-2.6957304127394717,-1.5715484545454543,-1.6039725667415465,2.450137272727273,2.4674225030459223,-1.2435429999999998,-1.2463769718649966
66,-0.683265,1.047291,-1.713404,-1.748378,1.526344,0.194535,-0.800626,3.344351,-0.018056,0.220904,2.65031,-1.568456,-2.470895,2.11305,-2.454892,-3.274408,2.583576,-0.971871,-1.962308,4.213144,-0.902732,-1.129101,3.893891,-2.609324,-2.223181,1.264625,-1.412453,-2.003263,1.920494,0.21112,-2.596861,2.485246,-2.793074,-0.8626027272047985,1.0580375390818844,-1.6763997872743615,-1.7338082715759962,1.5693605618729176,0.07945841399337505,-0.6114001745588851,3.2437292672505755,0.11484851547211383,0.2521627297472979,2.702728946046083,-1.612566845902407,-2.2736223725033238,2.0373986594464215,-2.678256024229717,-3.135831757497043,2.5801509183022215,-0.949432255475742,-2.022776898591592,4.229746655854693,-0.8960324209913193,-1.1439145740435221,3.7041898179149544,-2.6119697931907817,-2.2970727971784335,1.3999482170660396,-1.3151302972878218,-2.069354509061206,1.808457516145947,0.15861845844715372,-2.545378545807771,2.485142539072305,-2.704243913444822,-1.6973983636363636,-1.6766908998432066,2.458392909090909,2.438080967095822,-1.2762369999999998,-1.2810096318076662
67,-0.91551,1.102847,-1.848353,-1.750441,1.49823,-0.040742,-0.593535,3.34068,0.008126,0.10472,2.608925,-1.698826,-2.485449,1.968807,-2.529618,-3.052843,2.43073,-1.042328,-1.977536,4.081375,-0.746713,-1.547822,3.78207,-2.752967,-2.291435,1.339354,-1.432278,-2.076967,1.761698,0.15564,-2.668255,2.646824,-2.806296,-0.9298036768667663,1.0784405266641264,-1.8303050171085975,-1.7044181864632757,1.4974003174996757,-0.006042587433514601,-0.6124349947290031,3.191619173017901,0.03588754083539902,0.15677742513090065,2.741661153705718,-1.7608417381434036,-2.415309789853904,2.069708875412122,-2.7046614730661607,-3.1831194985399383,2.5213856498147025,-0.906531053940294,-2.0989536854820856,4.189908497122716,-0.8471613948959451,-1.3140703156046158,3.7552103968319215,-2.632671321504983,-2.3462740451794613,1.3751700467615626,-1.3712993250308971,-2.0389566449264653,1.7259788122091506,0.10286487436992442,-2.696203607006246,2.5124427153912623,-2.695345879672156,-1.7504611818181817,-1.7438879108655327,2.4146854545454546,2.423538742220987,-1.339486818181818,-1.3287370341446028
68,-0.906816,0.991452,-1.995698,-1.826012,1.37868,0.040135,-0.608209,3.220652,-0.203161,0.02778,2.527722,-1.87547,-2.530818,1.954355,-2.916859,-3.224055,2.45668,-0.762219,-2.022845,3.977845,-0.74064,-1.402729,3.490517,-2.630486,-2.481043,1.270873,-1.317963,-2.068016,1.544819,0.116861,-2.991117,2.299784,-2.553847,-1.111872713916508,0.9065709641258775,-1.8739515233010042,-1.745026051385618,1.3483511893823201,-0.0011366790191302822,-0.5924767528217514,3.0021804146006934,-0.033416165908463746,0.03604819728245179,2.529544871101477,-1.8783980352143574,-2.616788284709291,1.9527583775545276,-2.6450297189435132,-3.2437575386605566,2.42705761518967,-0.7987452204840982,-2.0987405984192757,4.055443010700634,-0.8130968355282374,-1.453278995186151,3.5974662375199276,-2.6479501361233457,-2.482244939925682,1.2527532710210327,-1.3195503054629691,-2.062940949763067,1.588505423631474,0.1303205567379896,-2.880287618798434,2.405261174755836,-2.616557112513112,-1.821261818181818,-1.8410332951185346,2.283034454545455,2.278717504507588,-1.3490315454545454,-1.3179555614327492
69,-1.278105,1.012437,-1.955762,-1.854124,1.254623,0.011998,-0.703358,2.961149,-0.101711,-0.008585,2.605862,-2.102276,-2.625022,2.128784,-2.543526,-3.277044,2.250641,-0.829849,-2.157023,4.058518,-0.647148,-1.625912,3.489796,-2.576721,-2.593283,1.178937,-1.339267,-1.800329,1.841221,0.141542,-3.050586,2.41634,-2.495114,-1.201163188551221,0.9370607494949343,-1.9863672770932381,-1.7107756032269017,1.2936541645525326,-0.05851233434354308,-0.5909332127432254,2.9695132700879787,-0.10337028737356535,-0.08350148834264104,2.5809262479626165,-2.0043961260347225,-2.7729545510381914,1.9829614189812796,-2.610389925244548,-3.2787723020136195,2.3731902864595056,-0.7081053789009046,-2.164781324696733,4.02278940710849,-0.7355935985221647,-1.6400007543453166,3.648783437829006,-2.6270943065979,-2.535566994723858,1.2349040186840359,-1.3262318312674484,-2.022814376165201,1.522334306399435,0.10385188763619391,-3.0413652073611686,2.428832349076688,-2.5459213039975,-1.906670090909091,-1.912966273018916,2.2907552727272726,2.272268150603319,-1.3125303636363634,-1.327466407430849
70,-1.291953,1.088488,-2.068362,-1.619629,1.312741,-0.120843,-0.532585,2.883234,-0.29227,-0.316976,2.651727,-2.086914,-2.864455,2.076592,-2.617289,-3.252876,2.137155,-0.727072,-2.197272,4.030045,-0.791197,-1.864468,3.456166,-2.725871,-2.464011,1.210464,-1.321439,-1.973406,1.447459,-0.018582,-3.106078,2.354875,-2.487107,-1.2321865534922183,0.9521507071875646,-2.08493184737563,-1.6322886932547847,1.2737040817691399,-0.12533748573058245,-0.5806954250320966,2.991030812059669,-0.2228231602610833,-0.17988661057773037,2.63720962201087,-2.155838661408939,-2.8780255760786426,1.9428281734746096,-2.5983640557042924,-3.277206618667946,2.2983409156089696,-0.6641764104923702,-2.2293769214634236,3.9890663439315297,-0.7442339540910322,-1.811208936730134,3.6503949977717163,-2.6686786263433806,-2.5325281947532163,1.1939880856640706,-1.3394459413122426,-1.9417821660749301,1.489104487418878,0.05862283390030554,-3.1582636850773804,2.377694116589245,-2.5125760399841415,-1.9530644545454547,-1.9503135801093185,2.2408132727272725,2.2541374857714787,-1.386995090909091,-1.3688893953457626
